,token0,token1,reserveUSD,pairAddress,aprs
0,USDC,WETH,275861787.9978374,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.0017423467298722925
1,WISE,WETH,228734302.7492792,0x21b8065d10f73ee2e260e5b47d3344d3ced7596e,5.054633724252868e-06
2,FEI,TRIBE,173903306.0341324,0x9928e4046d7c6513326ccea028cd3e7a91c7590a,0.0
3,WETH,USDT,141046605.4620006,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0.0015532252292169571
4,FXS,FRAX,137591753.78526223,0xe1573b9d29e2183b1af0e743dc2754979a40d237,0.0
5,DAI,USDC,94583260.27551712,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,2.9061894388234987e-05
6,TOKE,WETH,72525115.3251477,0x5fa464cefe8901d66c09b85d5fcdc55b3738c688,0.0002880548774324182
7,MC,WETH,52781178.118850976,0xccb63225a7b19dcf66717e4d40c9a72b39331d61,0.0005070301922090887
8,HANU,MIA,44980101.722637035,0x48918f57fa7210ea7b20f23da8420e68df3578fe,0.0
9,UNI,WETH,35055809.7240971,0xd3d2e2692501a5c9ca623199d38826e513033a17,0.00032718199616949255
